標的名稱,時間,市佔率,成長率,金額,象限(BCG矩陣)
桂盟,2015-11,0.3,-31.53,272250.369,III(瘦狗)
泰豐,2015-11,0.1,0.67,53821.75,III(瘦狗)
浩鼎,2015-11,0.5,275.71,431964.00,I(明星)
神準,2015-11,0.4,-2.14,349296.00,III(瘦狗)
神達,2015-11,0.1,-3.14,113652.00,III(瘦狗)
耕興,2015-11,0,-33.89,28650.00,III(瘦狗)
高雄銀,2015-11,0,-3.81,30013.954,III(瘦狗)
國泰金,2015-11,1.2,-3.91,1105891.611,IV(金牛)
國統,2015-11,0,0,15520.00,III(瘦狗)
國喬,2015-11,0.3,-27.88,259780.60,III(瘦狗)
國精化,2015-11,0.1,-26.47,49901.85,III(瘦狗)
崑鼎投控,2015-11,0,-82.56,3144.50,III(瘦狗)
啟碁,2015-11,1.7,38.72,1488649.769,IV(金牛)
祥碩,2015-11,0,0,15040.00,III(瘦狗)
第一金,2015-11,0.1,-3.49,102980.00,III(瘦狗)
統一,2015-11,0.3,-41.54,249892.392,III(瘦狗)
統一超,2015-11,0.7,51.78,625537.00,I(明星)
富邦上証180基金,2015-11,0,77.35,36497.40,II(問號)
富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,2015-11,0.1,-31.54,92069.46,III(瘦狗)
富邦金,2015-11,1.7,-13.46,1501635.252,IV(金牛)
晶技,2015-11,0.1,-8.02,110057.55,III(瘦狗)
智邦,2015-11,0.6,0,514098.50,IV(金牛)
智易科技,2015-11,0,-60.98,16650.00,III(瘦狗)
智原,2015-11,0.1,-61.48,59500.77,III(瘦狗)
智擎,2015-11,0.3,1854.64,307856.00,II(問號)
華固,2015-11,0.3,0,261080.00,III(瘦狗)
華南金,2015-11,0.1,-2.55,55088.308,III(瘦狗)
華星光,2015-11,0.3,-71.19,263768.374,III(瘦狗)
華夏,2015-11,0.1,-17.23,75825.40,III(瘦狗)
華票,2015-11,0,0,3186.60,III(瘦狗)
華通,2015-11,0.5,-16.12,466400.90,IV(金牛)
華碩,2015-11,0,-58.23,36693.00,III(瘦狗)
超眾,2015-11,0.1,0,53100.00,III(瘦狗)
鈊象電子,2015-11,0.1,-24.08,61460.70,III(瘦狗)
微星,2015-11,0.3,91.06,293130.60,II(問號)
敬鵬,2015-11,0.1,526.81,48597.00,II(問號)
新日興,2015-11,0.1,61.43,77634.00,II(問號)
新巨,2015-11,0,-1.96,13500.00,III(瘦狗)
新保,2015-11,0,-36.29,3171.15,III(瘦狗)
新唐科技,2015-11,0,0,19775.00,III(瘦狗)
瑞昱,2015-11,0.5,238.92,459533.20,I(明星)
瑞儀,2015-11,0,-97.52,12468.40,III(瘦狗)
群聯,2015-11,1.4,15.61,1240767.00,IV(金牛)
葡萄王,2015-11,1.3,113.93,1115504.00,I(明星)
裕隆,2015-11,0.4,-6.33,367141.20,III(瘦狗)
鼎翰,2015-11,0.1,0,131051.00,III(瘦狗)
頎邦,2015-11,0,-53.35,16600.50,III(瘦狗)
嘉澤,2015-11,0.3,217.87,275766.00,II(問號)
榮化,2015-11,0.1,139.62,96148.00,II(問號)
漢平,2015-11,0,-63.45,20239.00,III(瘦狗)
漢翔,2015-11,0.5,16.41,445372.00,IV(金牛)
漢微科,2015-11,0.5,-21.39,463670.00,IV(金牛)
碩天,2015-11,0.2,90.73,174915.00,II(問號)
碩禾,2015-11,1.8,-16.54,1581234.00,IV(金牛)
福興,2015-11,0.1,-53.72,132129.00,III(瘦狗)
精華,2015-11,0.2,0,173750.00,III(瘦狗)
聚陽,2015-11,0.9,-4.48,806497.34,IV(金牛)
臺塑,2015-11,1.3,3.6,1126554.616,IV(金牛)
臺聚,2015-11,0.3,-8.85,273305.50,III(瘦狗)
遠百,2015-11,0,10.94,15300.00,III(瘦狗)
遠東商銀,2015-11,0,0.9,38775.683,III(瘦狗)
遠紡,2015-11,0,-94.84,13195.459,III(瘦狗)
遠傳,2015-11,0.2,-20.67,211939.50,III(瘦狗)
劍麟,2015-11,0.7,-34.12,612190.542,IV(金牛)
廣隆,2015-11,0.1,4.56,62118.00,III(瘦狗)
廣達,2015-11,0.1,25.7,108069.00,III(瘦狗)
廣積,2015-11,0,0,9418.00,III(瘦狗)
潤泰全,2015-11,0.3,0,225031.50,III(瘦狗)
潤泰新,2015-11,0,75,41529.30,II(問號)
緯創,2015-11,0.1,151.78,49415.265,II(問號)
震旦行,2015-11,0,0,3137.20,III(瘦狗)
儒鴻,2015-11,0.6,-59.85,506606.00,IV(金牛)
樺漢,2015-11,0.9,-31.31,755090.00,IV(金牛)
璟德,2015-11,1.6,215.34,1436190.00,I(明星)
聯合,2015-11,0.2,-56.2,163569.116,III(瘦狗)
聯邦銀,2015-11,0,-2.6,30174.582,III(瘦狗)
聯亞,2015-11,1,-11,854201.85,IV(金牛)
聯強,2015-11,0,0,31650.00,III(瘦狗)
聯發科,2015-11,0.3,1.78,277427.03,III(瘦狗)
聯詠,2015-11,0,0,28440.00,III(瘦狗)
聯電,2015-11,0.4,0,389912.40,III(瘦狗)
鴻海,2015-11,3.7,-18.41,3305576.232,IV(金牛)
鴻準,2015-11,0.2,-31.97,184475.712,III(瘦狗)
藍天,2015-11,0,-14.24,10234.00,III(瘦狗)
豐泰,2015-11,0.2,-22,216200.57,III(瘦狗)
鎰勝,2015-11,0,0,3245.00,III(瘦狗)
雙鴻,2015-11,0.1,0,51075.00,III(瘦狗)
穩懋,2015-11,1.2,79.85,1076811.788,I(明星)
寶成,2015-11,0.2,-12.16,150359.594,III(瘦狗)
寶雅,2015-11,0.2,-45.9,146879.571,III(瘦狗)
霹靂,2015-11,0,-3.15,5803.00,III(瘦狗)
鑽全,2015-11,0.1,-3.78,63225.80,III(瘦狗)
F-GIS,2015-10,0.9,85.94,794725.50,I(明星)
F-IET,2015-10,0,-71.43,17250.00,III(瘦狗)
F-大地,2015-10,0,0,6255.00,III(瘦狗)
F-永冠,2015-10,2.5,126.01,2333551.607,I(明星)
F-百和,2015-10,0,-41.08,14847.00,III(瘦狗)
F-昂寶,2015-10,0.1,76.02,106051.00,II(問號)
F-矽力,2015-10,0.3,30.32,314116.741,III(瘦狗)
F-金可,2015-10,0,10.03,34600.00,III(瘦狗)
F-美食,2015-10,0.1,-16.89,107118.00,III(瘦狗)
F-茂林,2015-10,0.3,0,284507.20,III(瘦狗)
F-泰鼎,2015-10,0,-49.93,8630.50,III(瘦狗)
F-淘帝,2015-10,0.1,0,64614.00,III(瘦狗)
F-貿聯,2015-10,0.5,39.88,451229.142,IV(金牛)
F-鈺齊,2015-10,0,-78.58,19638.30,III(瘦狗)
F-廣華,2015-10,0.3,145.02,290760.576,II(問號)
F-臻鼎,2015-10,1.1,-31.62,1011241.60,IV(金牛)
F-豐祥,2015-10,0.1,0,81995.00,III(瘦狗)
F-鎧勝,2015-10,0.1,-65.98,57629.00,III(瘦狗)
F-譜瑞,2015-10,0.2,-1.11,139305.00,III(瘦狗)
F-麗豐,2015-10,0.4,10.2,338884.00,III(瘦狗)
力成,2015-10,0.8,99.4,716328.00,I(明星)
力旺,2015-10,0.5,-1.07,430810.00,IV(金牛)
上銀,2015-10,0.1,-85.91,62717.325,III(瘦狗)
上緯,2015-10,0.8,67.03,704343.15,I(明星)
千附,2015-10,0,-87.89,32634.00,III(瘦狗)
大立光,2015-10,8.6,-10.9,7891820.04,IV(金牛)
大江,2015-10,0,0,17243.40,III(瘦狗)
大億,2015-10,0.1,63.09,73783.20,II(問號)
大聯大,2015-10,0,-30.8,34000.00,III(瘦狗)
川湖,2015-10,0.2,-74.45,208558.50,III(瘦狗)
中信金,2015-10,0.2,6.3,168871.299,III(瘦狗)
中保,2015-10,0,236.27,38477.191,II(問號)
中美晶,2015-10,0,0,43686.00,III(瘦狗)
中華電,2015-10,2,-26.14,1859245.48,IV(金牛)
中壽,2015-10,0.9,6.04,838224.875,IV(金牛)
中磊,2015-10,0.5,-11.32,507805.20,IV(金牛)
中鋼,2015-10,0.4,2.34,347481.168,III(瘦狗)
中聯資,2015-10,0,46.64,5769.00,II(問號)
仁寶,2015-10,0,9.13,36540.00,III(瘦狗)
元大上證50基金,2015-10,0,0,18850.00,III(瘦狗)
元大台灣卓越50基金,2015-10,0,0,35897.60,III(瘦狗)
元大滬深300單日正向2倍基金,2015-10,0.1,0,87308.00,III(瘦狗)
元太,2015-10,0.1,226.58,125641.80,II(問號)
友通,2015-10,0,0,18090.00,III(瘦狗)
日友,2015-10,0,84.82,44451.00,II(問號)
日月光,2015-10,2.1,20.18,1877629.685,IV(金牛)
日盛金,2015-10,0,-5.14,16661.80,III(瘦狗)
世界,2015-10,0.1,12.46,86123.35,III(瘦狗)
可成,2015-10,6,-28.55,5515840.00,IV(金牛)
台中銀,2015-10,0,6.44,35099.198,III(瘦狗)
台化,2015-10,0.8,27.78,775440.70,IV(金牛)
台半,2015-10,0,26.78,17040.00,III(瘦狗)
台光電,2015-10,0.1,-90.83,79506.40,III(瘦狗)
台泥,2015-10,0.8,15.2,739493.60,IV(金牛)
台郡,2015-10,0.3,-43.88,315952.368,III(瘦狗)
台塑化,2015-10,0.5,3.8,443276.40,IV(金牛)
台達電,2015-10,1.6,45.1,1447354.00,I(明星)
台積電,2015-10,12.6,13.5,11475113.561,IV(金牛)
台燿,2015-10,0.5,59.34,476241.80,I(明星)
台耀,2015-10,0,3.49,37952.00,III(瘦狗)
台灣大,2015-10,0.2,-47.82,192700.00,III(瘦狗)
正崴,2015-10,0.1,3.59,49313.60,III(瘦狗)
永豐金,2015-10,0.1,213.75,68814.502,II(問號)
玉山金,2015-10,0,1.03,32384.341,III(瘦狗)
瓦城,2015-10,0,69.78,35685.50,II(問號)
立端,2015-10,0.3,2927.85,241835.029,II(問號)
立錡,2015-10,0.3,-81.85,296836.969,III(瘦狗)
光隆,2015-10,0,-7.3,22248.00,III(瘦狗)
光環,2015-10,1.8,140.06,1606070.00,I(明星)
兆赫,2015-10,0.2,18.84,205520.00,III(瘦狗)
兆豐金,2015-10,0.3,-26.72,230718.22,III(瘦狗)
先豐,2015-10,0.1,172.05,65729.30,II(問號)
全家,2015-10,0.2,5.09,198644.00,III(瘦狗)
全國電,2015-10,0,0,5039.60,III(瘦狗)
全新,2015-10,0,1.31,11550.00,III(瘦狗)
同亨,2015-10,0.3,160.56,230757.80,II(問號)
同欣電,2015-10,0.7,-15.57,609955.583,IV(金牛)
同致電子,2015-10,1.9,23.91,1716012.50,IV(金牛)
合庫金,2015-10,0,6.98,29190.865,III(瘦狗)
安成藥,2015-10,0,-82.99,19690.00,III(瘦狗)
尖點,2015-10,0.2,11.16,165969.50,III(瘦狗)
旭隼,2015-10,0.1,-43.02,78334.048,III(瘦狗)
旭曜,2015-10,0,-9.56,37520.00,III(瘦狗)
江申,2015-10,0.1,0,62231.20,III(瘦狗)
江興鍛,2015-10,0,46.57,28853.00,II(問號)
百和,2015-10,0.7,-46.43,636754.60,IV(金牛)
艾訊,2015-10,0.1,6.59,132050.00,III(瘦狗)
西柏科技,2015-10,0,0,14596.50,III(瘦狗)
利勤,2015-10,0.9,48.14,801320.768,I(明星)
宏全,2015-10,0,9.2,23736.00,III(瘦狗)
宏捷科技,2015-10,0,-93.67,30341.60,III(瘦狗)
宏達電,2015-10,0.1,17.64,84937.00,III(瘦狗)
宏遠,2015-10,0.1,26.27,49200.00,III(瘦狗)
辛耘,2015-10,0,0,22560.00,III(瘦狗)
邦特生技,2015-10,0.5,-3.76,509313.618,IV(金牛)
和大,2015-10,0.3,-62.07,267847.884,III(瘦狗)
和碩,2015-10,0.5,-30.2,462361.20,IV(金牛)
奇力新,2015-10,0.2,5.66,147460.65,III(瘦狗)
宜特,2015-10,0.2,-62.94,150078.60,III(瘦狗)
宜鼎,2015-10,0,0,8781.50,III(瘦狗)
岳豐,2015-10,0,0,7843.20,III(瘦狗)
帛漢,2015-10,0,14.32,22476.971,III(瘦狗)
拓凱,2015-10,0,-1.56,31500.00,III(瘦狗)
昇達科,2015-10,0.1,94.11,92400.00,II(問號)
東貝,2015-10,0,0,6976.80,III(瘦狗)
東洋,2015-10,0.3,-60.08,301636.40,III(瘦狗)
東陽,2015-10,0.1,0,93403.00,III(瘦狗)
欣銓,2015-10,0.1,0,54133.448,III(瘦狗)
矽品,2015-10,0.1,0,127641.614,III(瘦狗)
矽創,2015-10,0.4,-41.86,332423.30,III(瘦狗)
長榮,2015-10,0.1,-19.04,62361.455,III(瘦狗)
長榮航,2015-10,0.6,-15.58,559727.869,IV(金牛)
信邦,2015-10,0.1,-20.04,113941.66,III(瘦狗)
信驊,2015-10,0.7,54.82,612504.645,I(明星)
南六,2015-10,0.2,14.07,188157.50,III(瘦狗)
南亞,2015-10,0.6,216.69,555659.128,I(明星)
南僑,2015-10,0.5,4.85,480150.60,IV(金牛)
帝寶,2015-10,0.1,34.45,63111.00,III(瘦狗)
春源,2015-10,0,0,4964.60,III(瘦狗)
昱晶,2015-10,0,0,33530.00,III(瘦狗)
為升,2015-10,0.7,0.09,623713.957,IV(金牛)
皇田,2015-10,1.4,89.32,1284681.50,I(明星)
研華,2015-10,0.1,360.94,124455.50,II(問號)
美利達,2015-10,0.3,25,309743.475,III(瘦狗)
美律,2015-10,0,0,12500.00,III(瘦狗)
胡連,2015-10,0.5,64.1,506583.00,I(明星)
致伸,2015-10,0.1,35.06,136511.90,III(瘦狗)
茂迪,2015-10,0,51.45,9084.30,II(問號)
凌華,2015-10,0.1,-0.24,72922.27,III(瘦狗)
振樺電,2015-10,0.4,53.87,322840.388,II(問號)
振曜,2015-10,0.4,142.85,405865.90,II(問號)
桂盟,2015-10,0.4,59.77,397644.838,II(問號)
泰博,2015-10,0,46.2,17334.00,II(問號)
泰豐,2015-10,0.1,3.86,53460.53,III(瘦狗)
浩鼎,2015-10,0.1,30.85,114972.00,III(瘦狗)
神準,2015-10,0.4,15.69,356956.00,III(瘦狗)
神達,2015-10,0.1,0,117348.00,III(瘦狗)
耕興,2015-10,0,-20.49,43340.00,III(瘦狗)
訊連,2015-10,0,0,4865.00,III(瘦狗)
高雄銀,2015-10,0,4.7,31206.097,III(瘦狗)
健鼎,2015-10,0,6.13,33634.00,III(瘦狗)
國泰金,2015-10,1.3,4.23,1150972.695,IV(金牛)
國喬,2015-10,0.4,5.98,360246.70,III(瘦狗)
國精化,2015-10,0.1,91.39,67871.00,II(問號)
崑鼎投控,2015-10,0,0,18037.50,III(瘦狗)
啟碁,2015-10,1.2,75.3,1073106.949,I(明星)
第一金,2015-10,0.1,74.14,106706.25,II(問號)
統一,2015-10,0.5,-27.67,427489.865,IV(金牛)
統一超,2015-10,0.4,2.99,412128.00,III(瘦狗)
富邦上証180基金,2015-10,0,0,20579.00,III(瘦狗)
富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,2015-10,0.1,99.07,134493.88,II(問號)
富邦金,2015-10,1.9,7.48,1735267.286,IV(金牛)
晶技,2015-10,0.1,0,119662.00,III(瘦狗)
晶睿,2015-10,0,-58.61,35929.733,III(瘦狗)
智易科技,2015-10,0,0,42671.75,III(瘦狗)
智原,2015-10,0.2,0,154478.52,III(瘦狗)
智擎,2015-10,0,-0.94,15750.00,III(瘦狗)
華亞科,2015-10,0.3,0,250974.90,III(瘦狗)
華南金,2015-10,0.1,45.68,56533.247,II(問號)
華星光,2015-10,1,177.08,915664.408,I(明星)
華夏,2015-10,0.1,89.82,91610.40,II(問號)
華通,2015-10,0.6,-43.2,556039.40,IV(金牛)
華碩,2015-10,0.1,-13.37,87852.90,III(瘦狗)
鈊象電子,2015-10,0.1,50.48,80960.00,II(問號)
微星,2015-10,0.2,0,153418.50,III(瘦狗)
敬鵬,2015-10,0,-89.7,7752.60,III(瘦狗)
新日光,2015-10,0,0,26380.65,III(瘦狗)
新日興,2015-10,0.1,-2.55,48090.00,III(瘦狗)
新巨,2015-10,0,9.28,13770.00,III(瘦狗)
新保,2015-10,0,61.57,4978.40,II(問號)
瑞昱,2015-10,0.1,223.98,135587.10,II(問號)
瑞儀,2015-10,0.5,4.91,503687.00,IV(金牛)
義隆,2015-10,0,5.88,35280.00,III(瘦狗)
